,Sentiment,Comments,Afinn Sentiment,Bing Sentiment
191,0,"no happy with the service, paid then too app not updated and still getting calls. Its your duty to update my page aftr repayment its not my duty And i am not that much free for u to attend ur calls nd messeges regularly Just do ur work sincerely nd let me do mine I already shared the screenshot just go and check nd dont ever call me or messege me to repay The worst app ever I'll never use it again in my life",positive,positive
192,0,"I paid the full amount of Rs.12,284.70 on 08th June 2020 and regarding this I have sent mail to customer care but no response from them. Repeatedly I am getting call that I have not cleared amount. This shows u r not genuine and cheating the customers. I think Offering loan and doing fraud is the system u practice. Rapid Rupee is a fraud company and I mention strongly.",negative,positive
193,0,Everything was good my document got verified and everything was in a rocket speed then when I had review and submit the document there I see my contact number is updated wrong and I am not able to get the OTP,negative,negative
194,0,Sir i totaly repayment on time whereas now i am facing problems with second time loan system shows me wait to 90 days if there are any offer we will notify you what is this,neutral,neutral
195,0,Bad experience from this type of cheater app unable to login in app when i entered otp its show that invalid otp.Please request to all to uninstall this app,negative,negative
196,0,"I couldn't even open my account. Everything I enter my bank details it says ""mobile verification limit exceed"". Very disappointed with customer service also.",negative,negative
197,0,I download this app but it is not easy to proceed so for that reason i uninstall app But i need a loan immidiately,neutral,neutral
198,0,I don't receive my income card from 6 month and customer support is not solve my problem I am very disappointed,positive,neutral
199,0,Don't download these app. Thay are useless I have mailed you but no action taken.,negative,negative
200,0,This app will ask you to apply for 1500/- as a loan,neutral,neutral
201,0,"Please don't invest in this , they all do scam for sure because it is P2P system in which no guarantee of getting your money back , please take withdrawal of your money any how and as fast as you could, because they even take 1 week to transfer money to account after several calls to customer care , please am not joking my friends , please withdraw your money as soon as possible from interest account of bharat pe Don't think salman is brand ambassador , because they are paid and for time period",neutral,negative
202,0,"One of another fake and fraud app on play store I completed my profile 1year ago Since now i didnot get any type loan Every time rejected and give notification ""You didnot match our criteria "" At same another app approved loan application Interesting thing is that after every month stashfin give me message ""now you are eligible for loan apply it now But when i apply it rejected They just making fool to people and playing with customers emotion Plz dont use this app Total fraud app fruad",negative,negative
203,0,"Fraud Organization, Don't Use. Mera 4 yr old KYC aproved account tha. Last Month mujhe 60,000 ka payment aaya to Instamojo ne immediately mera account suspend kar diya and refund ke liye bhi mujhse 2056/- charge lekar 10 din me refund kiya, na to mail ka reply aya aur na koi Customer Care number hai inka. Me is company ko Mental Harrasment ka notice dene wala hu mere lawyer se and RBI ko bhi complaint file karke license cancel karne ki request karunga. Cheaters... I have all proof...",negative,neutral
204,0,Dear Bharat pe kindly change your app interface and remove salman picture from your app this important to make your brand ambassador to such person who is popular and loyal and don't have any negative thinking and support improper things. I also is irritated by sawing his fu*king face each and every time in application and having mental stress ..so please remove this bastard otherwise I uninstall your app and give it 1 rating on playstore and also withdraw all my money and investment form your a,negative,negative
205,0,I love don't need ur bloody service keep it with u. Ur a fraud.when u can't support people who are genuine and suffering their is no point in mailing. I'm very sure u will not help then why waste my time in sending mails Frauds assole they take documents and reject it straight away please be careful giving documents to such frauds they will sell it,negative,negative
206,0,"Worst aap, they say 72 hours, but they don't even response after a month, customer care doesn't care weather how many time you complain, and the number of agent doesn't work, even after completing 6 time nothing happen, after completing the profile and documents neither they denied and nor they accepted.. Waste of time, they don't the time is the most valuable...",positive,negative
207,0,"As I received two ticket I'd no 311439 & 313320 in Aprail from your side in reply to my mail. But still I haven't received anything described by you after issuing those tickets, moreover for last two months my mails are not receiving from your side. Even the your customer care mail I'd is not receiving my mail... Please describe...",positive,negative
208,0,"Fake fake please don't invest in it they do scam for sure because it is a P2P system in which no guarantee of getting your money back, they make us fool , I get my withdrawal of may 22 in June 16 so embarrassing , please don't invest",negative,negative
209,0,"Fake app not following RBI rules cheating customers by giving false promises, sending ecs nach to bank after applying moratorium and adding interest charges. Bank emi bounces charges rises to 1900rs. Worst customer service, recovery agent giving threats.",negative,negative
210,0,Is Salman khan ko niklao . I m going to uninstall this app because Salman khan is promoting this app. Jab tak yeah promote karega I will not install the app.,positive,neutral
211,0,"Worst app, not dispending loan. I don't require any moratorium and all. But from the past 3 months, not lending. If it does not lend at times, why is it useful.",neutral,neutral
212,0,"Very very worst because lot of months I try loan in this platform, but not approved, I paid all my loan early ,,but waste of my time Don't download all...",negative,positive
213,0,"Very poor aap. In this pandemic situation their personal loan services are closed, when it is more important to help out from this crisis .very very disappointing",negative,negative
214,0,I'm was huge fan of salman khan bt this time boycott this man & you are not being human,positive,negative
215,0,"The worst loan app ,i have ever seen iam apply a loan on 2:00 clock still amount not credited..",neutral,neutral
216,0,Because Salman khan is promoting this app so i have have installed this app #nepotism,positive,negative
217,0,All time upload the bank statment file format not suported west of time,neutral,neutral
218,0,Worst and fake apps please don't take loan this app beacouse this is totally froud and total time waste beacouse I have 15 time loan and any time increase interest rate last time I pay loan amt as per customer care lady but not close loan and show overdue . please don't give money this app,positive,negative
219,0,"I have already paid my due amount, but you guys texting me today that I haven't paid my due amount, and you have also requested to me for payment through a link which you have send by text message. Why you are doing this ??",negative,neutral
220,0,this app charging money to extend the period of loan repayment (4260 rs for the loan of 5500).. in this pandemic situation.. you dont deserve a single star as well.. you need to understand the conditions of the people.. shame on you rapid rupee,negative,neutral
221,0,Useless stuff in Play Store. Fake app just to collect your data...it's been ages no update on my loan application. In app it shows under process. Oh it's scarp .... Don't waste ur time in this useless app,negative,negative
222,0,"Email send for moratorium, confirmation Email received, but still the executive said that, we not received any application, and emi will hit on date. Very poor service. No number is working to discuss",neutral,neutral
223,0,very bad due to when person transfered throgh this the benfeciery taken that amount after 2-3 days. some times more than also . this is very bad naa,neutral,neutral
224,0,",      The bank account information is misrepresented. They have no way of correcting that mistake, so using it will be very difficult",negative,negative
225,0,Please don't take loan. if you take 50000 Rupeese you should going to pay 50000 extra for intrest..,neutral,neutral
226,0,"Hi, I am uninstalling this because of your brand ambassador the man with cheap mind and character",neutral,negative
227,0,Always throwing error PDF is not of required months. Worst development team,negative,negative
228,0,Zero star never taken loan still sending payment message as:- LAST DAY: Just pay Rs.{Amount (In Paise)} against Rs.{Current Due Amount} & close your current outstanding Loan {Invoice Number} which is growing 6% {Payment Link Short URL} RupeeRedee.. Fraud,positive,positive
229,0,The worst app I had ever seen...i had applied for a loan since 8 days the status is still showing under review....,neutral,neutral
230,0,Whenever I press back key..it ask for mobile number...and generate otp each time.. requesting the developer to take a look on this,neutral,neutral
231,0,When will the loan process resume. I need it very urgent. It's not disbursing loan because of Covid19 situations. Please resume.....mob.89104988**,negative,negative
232,0,WORST APP ONCE U LOGIN U CAN ONLY DO LOG OUT THERE IS OPTION TO DELETE THE ACCOUNT.,neutral,neutral
233,0,It's difficult to upload pdf file statement Same request has to submitting customer support but no response,positive,neutral
234,0,Im order qr code ecome express not deliver qr code 15 days not deliver,neutral,neutral
235,0,Worst app My Bank statement is Password pdf But this app not accepted,positive,neutral
236,0,"It does not give cash back to the merchants. I was working in this company. In complete lockdown this company had not paid me single rupee and after unlock one we worked for the company in the corona virus situation. We were using sanitizers masks, gloves, etc. The company had not provided these things to us. We worked for this company one whole month of lockdown situation and this company had not paid us. We wasted our petrol our money our hardwork in this company. This is the worst company.",negative,negative
237,0,"Worst Service ever. I have asked for Loan Account Statement almost a Month ago, but the only response i got is to wait for some more days. They did not helped me to Moratorium my EMI'S. Even at the time of Disbursement of loan amount they delayed it for week, When they promise us they will Transfer money within 24 hours from Loan is Approved. Even call Executive don't know how to talk to Customers. They don't accept their mistakes, just blames customers for not contacting them on time.",negative,negative
238,0,It's really good app for instant money for first time but after that it is a 3rd class app because when I applied for 2nd loan it has been rejected without any reason although I have repaid on time and have a good credit score so I am taking back my 5 star rating from rapid rupee,negative,neutral
239,0,Worst Services They Don't have patients to listen our Problems . They want on-time repayment on this crisis of Covid-19. Please guys Don't take loan from this platforms if u taken loan they are forcing like beggers.,negative,negative
240,0,Moratorium 2.0 not accepted. And partial ecs presenting continue again and again. 1 emi 4 ecs. Every 4th day. Service and relationship is very poor. I ashamed on me. Why I get loan from here,negative,negative
241,0,Deducted amount of rs 8826 from account without prior information and I have no balance emi due on the date and they are not receiving any call and mails they are not responding,neutral,neutral
242,0,"All the mob. App loan provider given interest, penalties, other charges waive off offer in lockdown but you have not given waiver offer so that I am unable to pay your loan.",negative,negative
243,0,"Dear team, i can not login in this app. It still loading after this shown timeout. Pleasd clear this bug",neutral,negative
244,0,"Dear team, i can not login in this app. It still loading after this shown timeout. Pleasd clear this bug",neutral,negative
245,0,Worst app because this app's advertisement by salaman Khan (murderer) . Please remove pics of salmn #harami... Murdere salman khan.,negative,negative
246,0,Worst app I am completing my all details then so its going back agian and agian resolve the problem,positive,neutral
247,0,One  given by me because of salman Khan is your band ambassador only amtaratma ki awaj,neutral,neutral
248,0,Loan not given on transaction morethen daily 3000 sale 4 to 5 transaction only dialy,neutral,neutral
249,0,Bank statement is not uploading...pdf containts only images show again and again,neutral,neutral
250,0,Uninstalling the app because Salman is brand ambassador of it .,neutral,neutral
251,0,Very bad app 2 manth loan applay but not data received,neutral,neutral
252,0,"Don't pay anything as a processing fee. They cheated me of 3540/-. At the time of procesing my aplication they asked me to pay processing fee and told that they would refund the amount after clearing the loan. Now I cleared loan when I asked them about the processing fee they are saying that ""There shouldn't be any delay in the payments"" which they didn't inform me at first. There was only one delay. This is absolutely rubbish. You people cheated me. I Emailed you, I didn't even get response.",negative,negative
253,0,"This one good company but process is very slow coz already closed my loan but still 1 month am not get NOC , one more thing am mail company 10 times but no body response. Take more interest other company , staff are very careless working basically money view care staff , company are not given care number also , if any complaints we are face then mail to care team but care team response after 3 days .",positive,negative
254,0,"App is Good , But interest Rates are very very high, For Example I have taken Loan of 5000/- , after Deduction credited 4157/- , then while Repayment amount is 5238. 1100/- charges for just 15 days For 4157/- means what is the Interest Rate, They are looting the Customers, everyone Stop taking loan from this App and also Raise a complaint to NBFC, RBI also",neutral,negative
255,0,Extremely disappointed..though I did not avail Moratarium and did the payments on time the app is not been updated and due to that tenure increased to 39 months from 36 months .. while I have already done the payment on time.. I don't even receive proper response when I write emails.. They only tell they will call back or they tried calling but never do actually..,negative,neutral
256,0,Worst app i have paid my loan amount today before 2 days but when i apply next loan he has rejected my loan application I have unistalll this worst app and i personaly suggest you dont use this app Interest was also too high 50 percent dont use this app,negative,negative
257,0,"Never take loan from this app. Finally I saw the real truth of z2p,for delay in my payment they finally send me mail with all my contact lost and mentioned that we can call any of the contact.every one just take action on this app and company",negative,negative
258,0,"This is the worst service loan services providers no coustomer support , charges extra money no confirmations at all, provide zero help they are doing scam . Never opt for loan from them .",positive,neutral
259,0,Not able to upload the document I have done the uploading 6 to 7 times still no responce Or option to move ahead,neutral,neutral
260,0,Security issues are there. For loan approval why do you need my contacts information and all the apps indormation????,positive,neutral
261,0,In this situation your service stop and u deserve more customer business...when u will start your services,neutral,neutral
262,0,I will uninstall Bharat pay app because of Salman khan ...,neutral,neutral
263,0,I was approved loan I have send all documents but he is not send me any loan amount sins 4months. Since have I have more than 40 times I was called customer care he is tell me wait sir your amount credit s shortly  worst experience ever  When customers sending amount with qr code I was not received early any amount msgs,neutral,neutral
264,0,"Fraud application,I have received a mail from instamojo for loan processing fees,and exicutive told me if loan amount not received in next four hours your processing fees will be refunded,now after paid the amount ,no one responded and mobile number is off.now I m going to consumer court and filed the police complaint against this frauds.",negative,neutral
265,0,"Although received an email on approval of moratorium they have tried to debit money from my account, it's not once, multiple times and the fine amount is close to the EMI amount. Tried calling their customer service but to no avail and the emails are never replied.",positive,positive
266,0,I had money in interest bank account. After the new update they are asking to do 15 payments to open interest account. My rs. 2000 already in interest account are nowhere to ne seen. BharatPe has started fraud like other apps too.,positive,neutral
267,0,Worst app I took a loan and also I foreclosed and I got the NOC too after that they debit my EMI amount 2 times I keep on following in email but no one response... Fake people why they're stolen my money..,negative,negative
268,0,This app is Waste can't change instant account access google pay and phone us best than your app i lost my 500 rupees today by not changing instant account please i suggest please don't install this app please i request,neutral,negative
269,0,The is not opening after signed the agreement for loan and no point of contact to support also after receiving message I signed on agreement just close after 10mins app is not opening,positive,positive
270,0,I couldnt transfer. I m trying to re submit my document again & again. Nothing happened. They hold my payments. Not fair,positive,positive
271,0,I got loan only first time I pay on time but second time my loan application was rejected,negative,negative
272,0,loooosers very pooor service ghatiya app don't trust poor management unsecured data services poor support system,positive,positive
273,0,I will Never download this app because I don't like the criminal picture,negative,negative
274,0,"Not showing the balance in settlement, nor i can check my bank detais..",positive,neutral
275,0,Application is not working My loan has not been approved yet,neutral,positive
276,0,My lone is processing 10 minutes reject 30 days re apply,negative,negative
277,0,Not good app my bharatpe QR is not scan any apps,neutral,neutral
278,0,"Worst of Loan ever I took and got stuck for 3 years. In hard times these people take advantage and do hell of your personal savings. I took 1L @28% which in 3 years I should be paying around 1.3L apox. Unfortunately this is not the case and I see i am paying 1.49L. Seriously Incred ""Chor ho tumlog - thief"" dacoit - Robbers. M thinking of bouncing EMI's, do hell with Credit score. I don't need any loans from you thief's. A frustrated & disappointed Incred customer",negative,negative
279,0,Worst experience just now I installed the app I need to complete my profile in application but when I'm entering my full name as per pan card it show enter last name only in English that mean what I'm entering apart from pan detail if your system not able understand what I do really this is really in the beginning only shown it is worst then ever again and any more in pan card every word in English it better to Uninstall,neutral,negative
280,0,"First i thought application is good, But after being a good customer. Now they are not responding anything. Previously i took lone around 4,5 times, but now they are shown error. When i raised Complain regarding this issue, they just maked it resolved and didn't respond the complain, complain still pending. Finally when i am totally upseti come back here to change my review from 5 star to 1 star. Because if you don't help your customer than dont have them.",negative,negative
281,0,"Worst Service Everseen, i was take loan only Rs 14000, Due to Corona we close the Shop for 2 months, without information they deposited cheque for Clearance and got bounced twice, and 3days back Amount has been cleared, through ECS till now the balance amount showing same. Worst and stupidity Service",negative,neutral
282,0,Please don't download this app waste of your time and waste of your data I wasted my 1 day time for it I uploaded statement as their required but its showing pdf was not as per our requirement what the hell is this??? No reply from cc care....,positive,negative
283,0,I've applied for the loan today but the amount is not credited & when I'm applying again it shows please come back after 30 days. There is no helpline number provided. Kindly contact me by earliest.,neutral,positive
284,0,Got loan once of Rupees 1000 in lockdown and after that trying to apply but there services are closed such a waste of time,neutral,neutral
285,0,worst. they says it would take 72 hours but it has been taken more than 1 month and still loan is not disbursed.,neutral,neutral
286,0,This app is waste of time no support no loan provide on time just dealy and dealy and support team is senseless,positive,positive
287,0,Inke toll free no. Par call nhi laghta kabhi bhi Koi update nhi hota Bekar platform hai loan ke liye,neutral,negative
288,0,Worst app how to get lone are page not reload only buffering buffering. West of time Don't download,neutral,neutral
289,0,Very bed experience this loan application and any time rejected loan so no weste your time,negative,negative
290,0,Worst app They took all the details and they are not showing status of my application,neutral,neutral
291,0,I don't like this app because of till Salman Khan image is on front page..,neutral,neutral
292,0,12% intrest is conditonal which is big let down during the need of hour,neutral,neutral
293,0,Loan Ka Bolte he or insurance karva lete he vo bhi ---- banakr,neutral,neutral
294,0,After update the app is always displaying no connection this is rediculous..,neutral,neutral
295,0,Always it not able to open and asking to retry retry,neutral,neutral
296,0,"Useless money view app. already I have taken 15000 thousands and repaid with in two months instead of 3months...again I have applied it's showing rejected due to some issue, what is the issue, I have already paid all the amount with in period Guys I will advised I go to early salary, it's very less interest and u can take with out so much of document process like money view,,, this is one useless app I strongly recommend don't take loan from this app Google Play dont allow this proud app again",negative,negative
297,0,No 1 fraud and worst finance company its damage your cibil score friends dont take any loan from this company its my personal experiance.i already paid 5/6/2020 one EMI and they are cut the second EMI in 17/6/2020 and they are cut the third EMI 25/6/2020.IN a month they are charge 3 EMIs that to this moratorium peroid.( i already apply moratorium april month till june they are not sending reshedule dates)and worst customer care service i have seen in my life,negative,negative
298,0,"Interest charges automatically changed before fill the application it was 20% post disbursement 27%,when i have sent email to money view loan App They simply said that it got changed post application review so, this completely cheating to the customer who are very urgently need money.I request you for all the people who looking for loan don't go for this...if the rating is 0 defiantly i would have given BIG ZERO WORST APP,DONT TRUST",negative,negative
299,0,Waste of time. 1st it was shown that loan is got approved and eligible. But now suddenly it is told that i am not elegible. Worst app. It is playing with the feelings of customers. 1st compnay has to give the proper information. When we are in need of money only then we will bw applying for loan. Simply wasting my time for 1 week. This is not.,negative,positive
300,0,"Dont waste your time friends, this app will collect all details of your and later they will aks you to wait and later they will decline the case without any information, being a good credit score customer, good profile and God payment track rercords.. Simply waste and don't share your details",positive,negative
301,0,It is good application for loan but they charge about 70% of loan amount Means if you took Rs1000 then you have to pay Rs1648 No I will not write to you I have to said that I told already You are doing like Robbery,neutral,neutral
302,0,Hi friends am a FSE in bharathpe company theyre not paying me my salary since January 2020 please don't install this app they are frauds some time app not shows amount which is sent by payer,negative,neutral
303,0,Ek number ka fhaltu Application One time delay for Repayment and blocked my account last 5 Month apply all time come after 30 day 5 months I am trying,negative,negative
304,0,They only provide loan for 1 time after that completion you cannot take loan every time I applied they rejected even i paid my previous loan on time,negative,negative
305,0,"Most worst app till now I seen , 60 rupees interest. App owners should beg infront of temples. This is not good business",positive,negative
306,0,Really worst I want crct payment link for loan 1000 along with intrest 1598 but everytime it was showing 1639. Worst behaviour.,neutral,neutral
307,0,I had cleared all the loans in time but in the cibil its showing over due amount pending and suit filed against me. Due to these my cibil score had decreased drastically and unable to get any futher loans from any financial institutions. Please try to update information in cibil and also trying to contact you guys but no communication from your end. Plz share the the proper email address or contact number to close the issue,neutral,negative
308,0,Hello loan companies depend on respectable customers if customers happy with service automatically companies servive. Comming to the z2p after giving loans and having duration time but they are blackmailing.. If you not repaid on time action will be taken calls to everyone penulty given high day by day.. See how respect to customers.. Guys we have lot of loan apps. Don't depend on z2p loans.,negative,positive
309,0,Bloody scammers take high processing fees and interest no website and customer support is poor...Very poor service never take loan from these bastards,negative,negative
310,0,Worst performance and late payment settlement and dnt even utter a word about cash back towards merchant,positive,neutral
311,0,Bank update is not done... always show error.. i think its a fake application,negative,negative
312,0,"Dont use this app this guys take lot of intrest and harrasing people they dont have manners to talk due to covid 19 i was not getting salary from next day its self this guys started calling me letraly harashin talking on very very rude manners ""dum nahi to kyu liya aukat nahi hai tare baap ka passa hai ""like this word they use that i was in shot but now my answer is for ruppeelend or their agent ""mare passe pe to tu jita hai mai na lu loan to tere to lagjayenge to aukat tari nahi hai bhikari """,negative,negative
313,0,I choosen 1 str coz there is no less 1 str here. This app and these cheaters are belong to this category. Blood choosers. During Lockdown looted money from the people and not provided any loans. Dangerous hell will be reserved for these people. Not to choose this app,negative,negative
314,0,The behavior of the people here is pathetic and very unprofessional. They dont respond yes or no even after you keeping begging to just respond and let things clear. Extremely u professional and not trustworthy at all. Go for I2I funding or Early Salary far better and responsive.,neutral,positive
315,0,Dont take loan from this app... They will loot all your money 50% interest they are taking and they wont give you loan after you repaid your first loan ..simply they will reject the loan,neutral,negative
316,0,"This Loan application is useless when we need money in COVID PANDEMIC situations, this app just fails to deliver what it is supposed to. 0 star for this app.",negative,negative
317,0,"i want to download this app but i saw salaman khans photo, so i decided to not download this app. thank you.",neutral,neutral
318,0,How the worst this app.... For 1000 rupees money it collects 600 intrest per month......dont try dont waste 12mb plus time,neutral,neutral
319,0,They have not provided xtraincome card to me even though I have been using interest account,positive,neutral
320,0,Other merchants give same day transfer.. Bharat pay settles in the next working day,neutral,neutral
321,0,"Worst app very bad experience I have applied in April but executive tell me all time your loan is approved from my end but not give in written. I have mailed several times Not get proper response from lendingkart. I have called lendingkart no. But not connected every time waiting, waiting. Worst app.",neutral,positive
322,0,Don't download this app it's Froud interest charges very high if u take the loan and u can not pay timely there recovery agent used abused language.they don't follow rbi rule. In covid -19 pendamic period they harassing to repayment.,negative,neutral
323,0,"Very very very wrost app , I am trying from last 4months but when I filled my family details it's always show error. What the hell . Why it's showing error when i submitting my family details.please suggest me .",negative,negative
324,0,"I applied two times , but same result... After 30days. If u are stopped your service now. Please notify to customer. Our time also valuable. We dont want to waste our time on your application",negative,positive
325,0,Worst app forat the did not gave me loan then the mag me that we have change our policy and after applying they again say try again after 30 daya,neutral,neutral
326,0,Fake app to collect data. They do not provide any loan service. They are just here to capture your data and might be selling to someone else.,neutral,neutral
327,0,My interest account has closed. This app changes its app policies time to time. I won't trust this app. Customer support is very bad.,positive,positive
328,0,Fraud app more interest if u didnt pay 1 month interest is more and check bounce charge 560 rs simply charging,positive,neutral
329,0,When i am installing app and starting with number options this is the error (something went wrong) Please help me out,negative,negative
330,0,"Too much interest,nearly half of the loan amount this is very bad",positive,neutral
331,0,Many loan apps penalty off why your app dnt off penalty,negative,negative
332,0,"Do not ever take loan from them, before 2 days of due dates they will start emailing you and threaten about calling contact lists, to prove this they will share you the contact list and threaten to call them. My question is my contacts and network who know me from past 30 yrs how will they trust on this ridiculous emails and threatening messages. I know that they have helped me in tuff situation. But this does not mean that they will do anything that too for 5000 rs. Anyways I have paid loan",negative,negative
333,0,"Incred is a total fraud company run by fraudsters. Once you take a loan from them and after you have completed all your loan repayments, you will still get repeated calls, mails and messages from them to pay additional money. This is a tactic they use to extort money from their customers. They also manipulate your CIBIL and other credit bureau records if you don't agree to pay them. DO NOT EVER USE THEIR SERVICES. If you fall in their trap then file a cybercrime FIR immediately.",negative,negative
334,0,"BEAWARE! FRAUD company run by fraudsters. Once you take a loan from them and after you have completed all your loan repayments, you will still get repeated calls, mails and messages from them to pay additional money. This is a TACTIC they use to EXTORT MONEY from their customers. They also manipulate your CIBIL and other credit bureau records if you don't agree to pay them. DO NOT EVER USE THEIR SERVICES. If you fall in their trap then file a CYBERCRIME FIR immediately.",negative,negative
335,0,"Was the Best, earlier. As it used to allow a client to Pay through any mode, any card, any platform, any wallet, any bank. Now, it doesn't(only UPi based). Also, settlements are delayed & credits are received in Bank Ac. after 2 Days. They advertise/publish & highlight the Feature: an Option of choosing/Opting for iNstant Settlememts. But, in Reality the Option is Unavailable. As, they have freezed/blocked that switch/tab to choose/opt for it. Even, can't send Payment Link to Buyer as an SMS",neutral,negative
336,0,Till date there was no issue with this app. But my recent experience with the customer support staff made everything negative. She was horribly rude and probably this is because she was illiterate. Problem arised when she found my phone not reachable and immediately called my wife and threatened her because that day was my due date. I really want the seniors to listen to the call recordings if they have the system and take action against this st,negative,negative
337,0,Bahut hi ghatiya app hai kahi se bhi loan le lena but incred se kabhi mat lena agar galti se ek emi bounce ho gayi to ye 3 ya 4 emi to bounce kara hi denge. Customer ke sath cheating karte hai na hi ncr me inka koi office na hi koi contact number lagata hai,negative,negative
338,0,"Repayment amount shown is different to what you actually end up paying. They don't even show the extra amount, pure theft by this company. I had to pay 1510 and once I clicked pay by UPI it is requesting for 1650. Not showing what this extra charge is for. This is all disgusting bad faith business.",negative,positive
339,0,They have a scam offer running on their app where we get runs and we can exchange gifts for it. I had ordered a bat by exchanging 1000 runs on 30 may which was to be delivered after 1 month on 29 june yesterday.I still haven't received my bat. My runs also became negative.,negative,negative
340,0,I know that this app is very easy for apply a loan but I have paid the first loan on time but when I m going to apply for second laon my application get rejected without any reason. If this is your service then I will suggest everyone not to insta this ever,negative,negative
341,0,Worst app. It's been more than a month taking documents but still showing under review. This guys just sell insurance in the name of lending loan. No use app. Please do not fall into trap,negative,negative
342,0,Previously I am using this app and made the fee to increase my loan amount... after I make the payment they rejected my application still now it is not approved. Don't use this app.,neutral,neutral
343,0,Cheating after collected the document there is no reply or update. Even if you call to call center they will we will process soon but nothing happened,negative,negative
344,0,Unable to add any details. Keep on logging out automatically. Need more changes. And please don't send SMS that your application is accepted.,negative,negative
345,0,Bogus Data Collection App Don't fall for the trap. They collect all your data.,negative,negative
346,0,Very slow app 1000 amount pe 0.33 paisa/day milta h Very bad,neutral,negative
347,0,Those reward options doesn't work at all..lot of bugs too..app experience isn't smooth though..it works good with hassle-free transactions,positive,neutral
348,0,"Everything is fine but only one thing is fake that instant money transfer from invest account to your account which is very bad, if you need money urgent basis you can't get it. Don't accept money from this all time take some cash from your customers.",positive,neutral
349,0,"I am ur old customer, recently i trying ur service but app shown my bank statement needed, I uploaded but can't completed then sand email many times, couldn't response ur sides. Bad experience.",neutral,neutral
350,0,This aap is really good but interest account not proper work please work ok eat and improve interest account,positive,positive
351,0,Very bad experience this time.. Using this app from.last 1 year but due to this crises they are providing loan.. Even customer care people doesn't respond properly.. Pathetic app.. For existing customers its too bad,positive,positive
352,0,"I have taken loan from this app. I didn't apply for moratorium and monthly autopay from my account since that frequently sent message like ""Late EMI payments are just as bad as EMI defaults. To avoid extra charges and please maintain sufficient funds in your account"". Why you send 5 to 6 messages in a day. AND ALSO I MAINTAINED SUFFICIENT BALANCE IN ACCOUNT. Whenever I saw your message felt like why I took loan from this app. IRRITATING ME BADLY.",negative,neutral
353,0,How Can I Trust BharatPe that My Money is Safe in Interest Account? I don't Received Salman Khan QR- Kit and Xtra Income Card which I Have Order Two Months ago. Xtra Income Card Yet to Shipped. My Heart Unable to Trust BharatPe After Reading Review. How can I Believe that Bharat Pe is Trustable Platform for Receiving Payment? Answer me. Thank You,positive,positive
354,0,"Just applied,, can't say anything exactly of the service now but still rating with 2 stars with a hope.",positive,neutral
355,0,QR code download option is not available but this facility is available in phonpe and pytm. That's why i give you 2 star Thanking You One star more for qr code download option but there is need one more update in qr code display name. Like business name on on qr code Thanking You. Bharatpe loan deneki as dikhakara sabko ullu janata he.,positive,positive
356,0,Three times I paid on time but once late and now I am not eligible.its so bad experience you should check previous loans and then decide .I even pay last installment on time .,negative,neutral
357,0,When customer scans he gets bharatpe merchant pls update app to display store name this helps customers to recognize the store he is paying otherwise app is good,positive,neutral
358,0,I got the limit of rupees 3500 but not be able to avail it,neutral,negative
359,0,Every time when I start this application it's ask me to login,neutral,neutral
360,0,I took last month 1000 later I did repayment then I took 2k tht also I paid jst by two days late then later it's said reapply after one month then tdy is tht day now when I trying to take loan it's showing error loading response from server.... Plz help me to get loan,negative,negative
361,0,I have applied a Loan application on 24 May 20 Its has been pending since long today I received a text from Payme that your loan has been approved kindly upload bank statement while I uploaded bank statement then I Saw on Payme dashboard its showing rejected apply again and there is no option for apply...What is this ???? What a bug in your app..I request you to guys.please don't waste our time.,negative,neutral
362,0,"I have paid my emi today, It has been delayed for 6 days due to some financil problem.... Next emi is on July.... So why too much sms reminder to pay the entire amount in advance.... I think this app was so helpful,,,, but why you all doing this....",negative,negative
363,0,"Charges are high compared to other apps, many other apps are providing loans at lower interest rate.",positive,neutral
364,0,My Profile is approved and showing on app that money will disburse soon.. But from last 2 days I'm waiting for that tranction don't know is this is a service how supposed it will come in emergency help. I was impressed before but after this incident I'm so much dissapointed.,positive,neutral
365,0,Not the ok this app more than past days Covid reason this time not give a loan but another app give a loan,neutral,neutral
366,0,I didn't got loan amount in bank account ur home page showing repayment of money what is this,neutral,neutral
367,0,Why the application is not working .before lockdown this app is great but now it's not working..,neutral,neutral
368,0,How to delete bharat pay accounts and my bank account permanently,neutral,neutral
369,0,"The worst loan third-party, I took a loan through shubloan the third party is incred, I set a auto debit to my emi they are triggered my check 3 to 4 times per month, in each and every month I pay the negative balance around 3500 to my bank",negative,negative
370,0,All of done but loan was under process not good thing,neutral,neutral
371,0,"iss loan me Puri details dene k baad bhi Error hi ata hai ,,don't download this",negative,negative
372,0,If loan got approved then i would give you 5 stars,neutral,positive
373,0,Thanks for the first time my personal life with me for,neutral,neutral
374,0,"Responsible call back, But I not need of a health card, the person who connected to me from lendingcart is selling the health card and then he will move my loan file forward, I don't understand why they r doing this, and then he says you can cancel the loan u need, and disconnected the call",positive,neutral
375,0,"I Took a Loan Rs1000, then there Showing you have to pay,Rs1549. And when I gone for Pay I show Rs-1640. !!! It's very embarrassed, why you guys taking a hidden Charges.You should mention Before. You guys.che****RR...??",negative,negative
376,0,When i am try to fill the application saying error in bank details even i am giving correct details...check this error,negative,negative
